Review,Class
"Éramos un grupo de 7, y nos sentamos en nuestro reservado tiempo. Un buen restaurante moderno pequeño. Nuestro camarero era muy agradable, eficiente y servicial. Pedimos una variedad de platos, estofado de cordero para mí. Buena parte de tamaño, sabroso! Las bebidas eran buenas, la...cerveza estaba fría.

Las comidas iban de 15 a 20 dólares, precios muy razonables con los estados unidos.

Como esto es un pequeño restaurante, sin duda hacer la reserva o estar dispuestos a esperar, probablemente un largo tiempo.

Si esto era un establecimiento, probablemente le daría una calificación ligeramente inferior, pero muy buena para los estándares cubanos.Más",4
"En el cerro de monserrate como es bien sabido, la vista es envidiable y sobre gran parte de Bogotá. Se puede disfrutar de un canelazo en alguno de los restaurantes o simplemente subir para tomar unas muy buenas fotos.",4
"hola buenas tardes  Escribo para comentarle que soy un huésped muy inconforme con el"" Hotel del Peregrino"" ya que, me ofrecio un paquete de 2 noches y 2 boletos para asistir al concierto de shakira en Mérida en zona ""ORO"" y a la hora de pasar por mis boletos me dio Zona ""Plata"", es injusto ya que hay muchos hoteles en la ciudad que brindaban zona esa zona por precios muy bajos, espero que los proximos huésped del ""Hotel del Peregrino verifiquen sus paquetes y a la asociación de hoteleros de Yucatán tomen medidas al respecto.  Saludos.",1
Fui con unos amigos a tomar algo y la verdad que nos atendieron super bien. Pudimos estar afuera alrrededor del fuego con una vista increíble.,3
"Tomé mejores mojitos en La Habana. Lugar turístico pero no destaca por el sabor de su trago típico, le falta tal vez sazonar mejor la hierbabuena para destacar.",2
"La primera hora de la mañana es el mejor momento. Como con sensibles en cualquier lugar sólo por la noche, buena música y fiestas. las vistas son impresionantes. Es bueno ver algunas reformas de los edificios.",5
"Reservamos el viaje nocturno de la Habana Tropicana con Virgen incluida usando su baja tour operador de viajes Cubanacan. Llegamos en el Tropicana, esperamos 30 minutos en la lluvia antes de un representante avergonzado volvió a decirnos que no nos estaremos viendo el espectáculo Tropicana tenía preferentemente admitidos porque los clientes de cruceros. El representante indicó que no era la primera vez que había sucedido. Como cruceros visitan Cuba con más frecuencia ahora, si hay una causa en antes de comprar!",1
Nunca he visto un cementerio en mi vida es grande e impresionante y repleto de dicha historia. Sencillamente increíble.,4
Comimos en la ubicación en C. 57 y disfruté totalmente el ambiente y la comida maravillosa. Uno de nosotros tenía algunas excelentes fajitas de pollo y la otra tenía un plato de mariscos cocinados envueltos en hojas de plátano que era simplemente increíble! Excelente relación...calidad-precio!Más,5
"El hotel, las instalaciones son una mezcla de viejo y nuevo , en la primera planta/recepción/restaurante muy bien , el baño principal es nuevo y limpio - Dormitorio es antiguo y aromas (mezcla de moho y la limpieza del producto). Afortunadamente estaba en la quinta planta y capaces de mantener la ventana abierta en todo momento. Algunos de mis compañeros tenían sus ventanas cerradas y otros no fueron capaces de abrir la ventana debido al ruido de tráfico. Corredor tiene el mismo olor - Desayuno en el restaurante está bien, regular cubana - mi compañero de trabajo estándar sufrieron intoxicación por comer un sándwich de pescado en el restaurante/cafetería. Afortunadamente, el hotel ha enviado ayuda médica. - El servicio es bueno. - Wifi no funciona bien, y es caro.",2
"Vale la pena verlo. Y pagar por un guia para que te explique lo inexplicable. Un poco de historia, hay tantos y saben tanto.. Sino puedes pagar mucho igual preguntales, pueden hacerte un mejor precio por menos tiempo o si son varias personas. Recomiendo ir temprano, con sombrero por el sol, y bebida. Tambien los artesanos venden cosas increibles y esta lleno de ellos, uno mejor que el otro y saben tambien de la historia del lugar, y cuando te vas te das cuenta lo lindo que son esas artesanias y los buenos precios que tenian.",4
"Parque fundidora es una de las principales atracciones de la ciudad y realmente vale la pena. El museo es interactivo, muy bueno. Recomiendo que suban a la parte panorámica, se ve increíble la ciudad a pesar del vértigo que provoca. Realmente vale la pena el lugar. ",5
"Bonito, buena vista panorámica de la ciudad en días despejados, ubicado en el barrio de La Candelaria, cerca de muchos sitios de interés como museos. Bueno para ir en familia, con amigos y hasta solo.",4
"Este lugar tenía varios tipos de crepes, café y desayuno y el precio era razonable. Cenamos allí varias veces.",4
"Me recomendaron visitarla de noche pero no tuve tiempo así que fui a las 2pm, gran error. Es un zócalo común, lo recorres en 20 minutos, supongo que es algo que se debe conocer en cualquier ciudad pero en Monterrey no lo hagas a las 2pm porque podrías morir de insolación o deshidratación. ",3
"Me hospede en una habitación PLUS y estaba muy  sucia.  El Baño parecía recién usado, no había toallas y los cestos de basura estaban llenos de basura y había mal olor en la habitación.  Ojalá pongan mas empeño",2
"El parque es muy grande y bonito, el museo del acero está interesante y ofrece una opción diferente sin ser nada del otro mundo.Es una buena visita para correr o andar en bicicleta pero nada especial para mi gusto.Tiene varias fuentes bonitas, hoteles y el paseo Santa Lucía.",3
"Servicio excelente, atención muy buena, servicio de cuna gratuito. Limpieza excelente todo muy bien el desayuno rico. cuarto limpio y aroma del cuarto bonito. Servicio de estacionamiento gratuito, la sala de espera muy elegante.",5
"Comida increíble y un gran servicio!!
Este es el único restaurante de mi familia en realidad me gustó! El personal era fantástico y muy servicial. Aunque sólo sirven aperitivos mi familia me gustó la selección y pareció que la comida era fantástica! Preciosas vistas! A veces es difícil conseguir una mesa, pero valió la pena la espera!!",5
"Bogotá no es bueno en museos. Este hotel es simplemente todo sobre Boter, sin duda debes ir si visita Bogotá",4
"El guajirito es un lugar donde puedes probar la comida típica cubana. Los platillos no son baratos rondan entre los 14 y 17 c.u.cs 
La verdad es que los platillos son bastante buenos en comparación con otros lugares de la capital. Las meseras son muy...Más",4
"Recomiendo el panelazo en el cerro, subir por telesferico y bajar caminando, una experiencia preciosa, no te olvides de comer la mejor comida colombiana al mejor precio arriba siguiendo el sendero ...",5
Un restaurant donde encontrarás la clásica comida yucateca a muy buen precio y muy sabroso. La gente es amable y el lugar muy agradable. Hay un estacionamiento junto al restaurant y está a unos cuantos pasos del centro histórico. Bastante recomendable,4
"este lugar (muy escondido) es el unico representante de la comida hindustan en la ciudad. 
si bien, la oferta gastronomica hindi es amplisima, este restaurante se centra en los platillos emblematicos que ejecuta fidedignamente. 

una experiencia recomendable, pero bajo la advertencia que es una comida...Más",3
"Una excelente actividad para realizar en familia, precio accesible, vista panorámica al subir durante el recorrido, excelentes guías. ",5
"Amigos,os  recomiendo al 100% esta joya de restaurant, eclectico, moderno, nostálgico, gran mezcla de estilos que sorprenden. Magnífica atención, grandes vistas y un cochinillo excelente.

Todo muy bueno, eso si, haced reservación antes de ir, y que sea en un balcón o en la terraza....Más",5
los alimentos son de muy buena calidad  el lugar amplio bien ubicado una cuadra de la catedral  menu para todos los gustos basado en la comida mexicana ...no barato buen servicio,4
"Muy atentos todo el personal en la atención al público, buena comida, un excelente lugar para compartir con amigos y pasar un rato agradable.",5
"Un gran parque, siga el agua o tome el barco. alquilar una bicicleta, caminar o correr. ejercicios en el equipo fijo. Parada para un aperitivo, una copa o una comida. Un lugar relajante.",4
"Sin duda los platos son exquisitos: sabores diferentes, presentaciones creativas. Pero creo que lo que mas se destaca son las personas que lo atienden a uno. Tienen una chispa encantadora!!!
Muy bonito...la celebración de los cumpleaños...una piñata de chocolate ideal para endulzar la terminación de...Más",5
"Aunque tiene sus ""áreas de oportunidad"" como sitio turístico, (porvafor!!! que pongan más baños mejor ubicados!!! hay que caminar muchísimo para llegar a ellos, y si vas en medio del paseo, prepárate para volver sobre tus pasos y dar con el baño, que el sitio es enorme!!) y otra cosa: los vendedores te atosigan, te invaden mucho y te cazan, gritan mucho todo el tiempo y eso quita gran parte de la experiencia, del misticismo real de este gran lugar. Con todo y eso, hay que visitarlo porque es un impresionante vestigio de lo que fue el esplendor maya. Pero para las autoridades de turismo: ojo!! que venimos gente de fuera de México a visitarlo, deben poner cuidado en estos detalles para hacerlo realmente, un sitio de primera.",4
"Así que caminamos en círculos por más de 2 horas tratando de encontrar este agujero en la pared! Nos quedamos encantados cuando lo encontramos, pero porque es realmente un agujero en la pared que no podíamos conseguir incluso un pedido. Nos decepcionó, pero, todo el...mundo dice que merece la pena la espera. La próxima vez, conseguir un mejor mapa y plan que esperar un rato para que incluso entra en el espacio para tomar una copa. Pero nos dieron unas fotos!Más",2
